作品名,创作类型,题材,年份,别名,event_id,年谱原文片段(供查找用)
经学通论,作画,山水,1932,经学通论; 字林补林; 中国文学史略论; 养晴室笔记,,
霜柑阁图,作画,其他,1933,霜柑阁图,evt_02525,林思进《清寂堂日记》：“二十日，辛巳。雪始渐融，而瓦沟犹平白若厚棉，此真吾蜀所稀有也。（中略）宾虹送所画《霜柑阁图》来，上题两诗，即和予韵者。然画似用意为之，而反不及其途中草草所写者，此自来书画皆如是也。笺复谢之。（下略）”
人物志,著述,人物,1933,人物志,evt_02567,林思进《清寂堂日记》：“十四日，甲戌，晴寒，至午乃雨。出城教华西三时。前日三儿之友沈仁波馈予宣盛项圈，即昔人所称禁脔也，蜀俗不重此，而云南至为美品，曾闻亚衡送之。今日为叔祖妣黄节孝冥寿，供馈特具是肴，且以馂客，因面约方叔轩来预赏。”宾虹先至，出画十余幅视之，他客续来。午祭八殽、酒三巡、饭一侑。祭罢，邀客入坐，谈燕颇乐，客去雨亦止矣。季儿以两饼金购得崔荆南书联。予撰《人物志》乃知荆南之名，曾为作传，而不先不后忽得此联，岂非文字感召耶！书虽道咸旧派，然秀稳无俗笔，其署名三字尤精能，于书中甚有工力者，非寻常翰苑家数也。知古人之能事，湮没于弗闻者多矣。“
蜀游诗,题跋,山水,1933,蜀游诗; 蜀中名胜记; 新新新闻,evt_02577,谈月色跋《蜀游诗》：“癸酉四月十九日，初暑昼永，睡莲已华，而蔗柑尚佳，与主君寒琼纳凉南荣，同读《蜀中名胜记》，冥想百花潭上是日游乐，遥忆宾虹师正在成都，适逢盛会，定有俊游。忽闻邮人叩门，递到吾师三月廿四日（国历四月十八日）来书并诗十三章，盥诵祗悉入蜀遭乱，弗克遍游三巴名胜，颇以为憾。但生平倾慕之峨嵋，仅当得一‘高’字，益信万事耳闻不如见，山水犹是也。惟喜新交方、龚两高士，时与往还，可遣客愁耳。因以缋事拓本，希吾师为介两高士结墨缘。计吾师于壬申中秋从沪豄启行，偕吴一峰入蜀，先游峨嵋，十月十二日始抵成都（见廿一年十一月九号成都《新新新闻》），彼都人士即于晋宁酒楼设筵洗尘，上获与两高士订交，迄今判□
鸜鹆桃柳,作画,其他,1933,鸜鹆桃柳,evt_02584,林思进《清寂堂日记》：“初二日，壬辰，晴。教四川大学四时。午后集饮亚衡家，有宾虹、林菊舟。林前日在花会购得黄瘿瓢画《鸜鹆桃柳》。黄品本不高，而幅又黯澹，桃柳著色皆不可见矣，值尚廿八元也。今日不近饮，上灯归。（下略）”
中国名画变迁说,著述,其他,1933,中国名画变迁说; 太阳在东方,evt_02618,春，撰《中国名画变迁说》，刊于东方美专校刊《太阳在东方》4月30日第一卷第一期。
题蜀游山水,著述,山水,1933,题蜀游山水,evt_02634,《题蜀游山水》：“宋元人画多积岁累月而成，浑厚华滋，不落轻薄促弱。余游川蜀，由灌县经玉垒关至青城山中，朝夕所见，林峦烟雨，隐显出没，无不摹写，草稿置囊橐中，归而乘兴挥洒，笔酣墨饱，益见自然。此帧留行箧中，与生平所得敦煌唐贾至开元十三年画，及宋米元晖、元觉隐、赵松雪诸名迹，自南而北，奚止万里，今江凡学兄为言亚民田先生富藏古今书画，恒多佳品，未获踵门索瞻清閟，兹检拙笔，先博一笑。戊子。”（《黄宾虹文集·诗词编》第55页）
青城山图,作画,其他,1933,青城山图,evt_02638,在常道观为道长彭椿仙作《青城山图》。
讲学集录,作画,山水,1933,讲学集录,evt_02677,《讲学集录》：“画学自宋南渡，至于南方，画家仅就江南风景写之，多属平远景，无大丘壑。后有写永康及永嘉风景者。永康在浙江金华府，有金华山，以赤松宫之三洞最有名，相传为赤松子得道处。溪流出于其下，一峰峙立，登其上，城郭聚落，宛在目前。金华山之形影，远视如覆釜，近视则丘壑极多，俱幽藏其中。故宋人作山水多阴面山，皴满后而分阴阳，元人则多画阳面山，此所谓讲画理必知天然之理与造作之理也。永康之山景最奇，有方岩重叠如贯钱，又有孤峰特立，上下俱方，不至其地不知其奇。永嘉在浙江温州府，由仙霞岭分脉。有雁荡山盘曲数百里，争奇竞胜，游历难遍。绝顶有湖水常不涸，雁之春归者留宿焉，故曰雁荡。向以瀑布著名，有大龙湫、小龙
先父陆抑非与黄宾虹的一段轶闻,作画,山水,1933,先父陆抑非与黄宾虹的一段轶闻,evt_02707,陆公望《先父陆抑非与黄宾虹的一段轶闻》：“时值1934（按：当为1933）年末，母亲怀孕我的那年。黄宾虹先生偕夫人寄居我父亲所居住的上海萨坡赛路二○七号（今淡水路二一九号）二楼厢房内。我父母亲住在楼下。在此前宾虹老人曾住隔壁的西成里，因为与朋友交往不便，故搬到我父母所居的沿街房屋内住。有一件往事极为有趣，现记述于后。当时我父亲年仅二十六岁，除了绘画外，已在上海美专、新华艺专等美术学校教课了。由于父亲年轻时以画工笔画为主，所用毛笔须笔锋较细，因此不少用久之秃笔就束之高阁放在大笔筒内了。而黄宾虹先生却正需用这些秃笔来绘山水画很得心应手。为此，他老人家通过其夫人向我母亲索些我父亲已用过的秃笔给他画山
蜀游山水册,作画,山水,1933,蜀游山水册,evt_02720,初冬，为姚石子作《蜀游山水册》。
嘉陵江山水图,作画,山水,1933,嘉陵江山水图,evt_02741,为冯文凤作《嘉陵江山水图》。
温菘地鸡图,作画,其他,1933,温菘地鸡图,evt_02753,白蕉作《温菘地鸡图》相赠。
蜀中纪游图,作画,其他,1933,蜀中纪游图,evt_02759,为高燮作《蜀中纪游图》。
玩芳亭,题跋,其他,1934,玩芳亭,evt_02796,许承尧书：“去腊曾上一诗序一祝贺诗，计已邮达，甚念。新岁维康娱万福。弟新得一潘莲巢拟丁南羽玩蒲图，惜有残缺，非名手不能补，特呈览求为补一桥及微坡小溆（如不能补画，则请于缺处跋数语亦佳）何如，愿屈椽管，冀成完璧。又尊藏明贤《玩芳亭》题跋，求如前诺，仍以六十元见让，如荷俯允，请即交邮寄下，当即函沪由绮川奉上元直，愧悚之至。前拟赠公仲凫先生分书巨幅，以装手太坏，字形残断不完，未敢竟寄，因循至今。汽车道通，想今岁必回里一游，求过敝斋观之，如可，要即奉上也。手贺宾虹老兄千春新祉。弟承尧上。”
论中国艺术之将来,著述,山水,1934,论中国艺术之将来,evt_02803,1月30日，撰《论中国艺术之将来》刊于《美术杂志》创刊号，同期并刊出两幅纪游山水画。
国画家亟应联合,题跋,其他,1934,国画家亟应联合; 蜜蜂,,
百川书画会之发起,出版,山水,1934,百川书画会之发起,evt_02819,《百川书画会之发起》：“△大会通过会章选出理事七人△发起经过百川书画会，以研究书法与绘画，昌明艺学，促进文化之宗旨，于民国二十二年十一月望日由海上学艺界黄宾虹、王济远、鄢克昌、吴梦非、刘抗、王远勃、梁书、张弦、陈人浩、莫运选、诸闻韵十一人发起组织，以学艺虽经纬万端，其归则一，如百川分流，同汇于海，分以极其深，尤必合以成其大之义，爰命为百川初集，于沪西之黄山水南双塘画房，通过简约十条。会约重实际研究，先后集会凡六次。会员每人提出书画作品数点，互相品评，并作理论之演讲，或即席合作，兴趣极为浓厚。每次集会均有会员陆续加入，至本年三月六日举行第六次研究会，佥以本会会员渐多，组织宜求缜密，决议修订会章。
诗人潘兰史逝世,著述,其他,1934,诗人潘兰史逝世,evt_02821,《诗人潘兰史逝世》：“诗人潘兰史（飞声），番禺人，文章诗词，驰名中外。年二十有七，即应德国讲学，主讲柏林大学汉文教席。返国后，执笔政于香港、上海各报，及任各大学教授，诗文著述甚伙。年逾古稀，写作不辍，饮酒纵谭，宛如壮年。因病于昨晨二时逝世沪寓，享寿七十七岁。”（1934年4月10日申报）
蜀游杂咏,书法,其他,1934,蜀游杂咏,evt_02827,手书《蜀游杂咏》印成，分赠友好。
梅石图,作画,其他,1934,梅石图,evt_02831,春，与何香凝合作《梅石图》。
大姚村图,出版,其他,1934,大姚村图,evt_02835,与黄居素书：“居素吾兄鉴：昨诵手书，聆悉所补册，浓淡不匀，此无妨碍。古画册中，有墨采深浅前后不同，因非一时所作而然。近观友人收藏米元章《大姚村图》真迹，钩勒用粗笔浓重，而皴染之处，层层淡斫，纯用逆笔，却是百十遍而成，故深厚雄奇得为古今第一。即一幅之中，尚有每段浓淡不等，唐诗所谓‘阴晴众壑殊’也。学画墨色重浓，年久透入纸素，即成融洽，过淡则二三十年后便乏精采。今写雁荡小册十二帧，略拟其墨法，较前所寄册，谅又各别。画者因兴会而变换状貌，观者由笔墨悟澈精神，玩索无穷，虽身外一切可以淡忘。古人称书画为特健药，以其能引人入胜，不生烦恼忧患诸疾病，即有痛楚，亦自消除。故逸品之画，非深于理法之中，不能超出于
江行杂咏诗意图,作画,其他,1934,江行杂咏诗意图,evt_02836,春日，作《江行杂咏诗意图》赠岳东美。
山水松石格,著述,山水,1934,山水松石格; 南宗抉秘,evt_02853,前代画家，称善丹青，绘事发明，初无专于用墨者。晋以彩漆或以油画，画者用墨，其肇于六朝乎？梁元帝撰《山水松石格》云“信笔妙而墨精”，又曰“上墨犹绿，下墨犹赭”，明明言墨，而曰犹绿，而曰犹赭，以秉色拟墨色，此即墨彩之说也。夫画之可贵不在丹青朱黄铅粉之工，故王摩诘言画以水墨为上。荆浩云：随类赋彩，自古有能，水晕墨章，兴乎唐代。张璪树石，不贵五彩，李将军虽巧而华，大亏墨彩。由唐而后，逮于两宋，墨法之用，日益彰明。李成惜墨如金，王洽泼墨成画。墨色之中，后人又分六彩，谓黑白干湿浓淡，各有其宜。又有五墨之法，谓干黑浓淡湿，独不言白。是说也，华琳《南宗抉秘》盖尝疑之，不知五墨，以素如质，谓白受彩非白。是说也，
宾虹诗草,著述,其他,1934,宾虹诗草,evt_02858,按：《宾虹诗草》即蜀游杂咏，字句与定稿略有不同。
女子书画展开幕志盛,题跋,山水,1934,女子书画展开幕志盛,evt_02865,《女子书画展开幕志盛》：“昨日中国女子书画会开展览会于宁波同乡会。上午九时，诸女画家齐集，四壁琳琅，罗列作品五六百件，自晨至晚，参观者达数千人，数小时间，书画已被定去不少。书法以冯文凤之作品定去最多，画件则陈小翠、李秋君、谢应新、顾青瑶、周炼霞、余威丹、吴青霞、江亚南、谢月眉等亦定去数十件。唐冠玉作品售出后，立捐会中经费。又有诸女作家合作诗画纨扇，用抽签法，每券二元，当场争抽去，转瞬已售去大半，逆料今日当更有一番盛况。又黄宾虹君记女子书画展览会云：近东南文物之盛，萃美于沪上，各艺术学校之建设，济济多材，庭帏乐事，娱志风雅，卓荦不群，尤难偻数。或渊源于家学，或泛滥于师承，松雪嘉耦，称贤仲姬，衡山
宣和印谱,著述,篆刻,1934,宣和印谱,evt_02878,与许承尧书：“芚公先生大鉴：日前得诵手书。聆修邑志事，属以技术、隐逸二门担荷，刍荛之献，皇悚无极，然不贤识小平时略有抄撮，日久散矣，尤所深思，敢不奋勉。分门类中，于鄙见稍有商榷者，隐逸原以表扬风节，振励清操，史乘所同，若无著述诗文艺术以及事功里者，往往羼杂无味。前清经学之盛，至咸同中金石之学大明，金石一门，自不可缺，而篆刻学派，歙中为可独树一帜。碑帖书画收藏赏鉴，方今欧日视为文化要素，亦似宜详。尊示吴绮川冀扩大范围，卓见至为可佩。但邑志循例芜漏者多，高论骇俗，难无妨碍，因此稽迟未复。渐公墓，曩仆居里中，曾与朱寄洲、方筱琹拟为修墓，数至披云峰下，后出门，此议遂寝。今彤侯能襄助，显晦殆有时耶！《宣
听帆楼图卷,作画,其他,1934,听帆楼图卷,evt_02886,夏，为唐天如再作《听帆楼图卷》。
要录,出版,其他,1934,要录; 解题,evt_02905,余绍宋书：“宾老先生道长左右：顷奉惠教，并颂大作，不胜忻慰。大作之佳妙，潘、许两序，言之极当，浅学如弟，更无庸赘辞，但有钦佩而已。前月陈君叔通游蜀归，亦以其诗稿见示，与大作堪称双璧，弟已合装成册，聊当卧游。尊论画道兴衰，与世运隆替之故，与夫思翁墨法之得失，皆前人所未发，开我茅塞不少。弟生平亦喜元明人笔法，于清代画家少所许可（南田及三僧俱明遗民，不得被清朝人掠美），嘉道以后作者，尤觉浅薄，诚如尊论，笔墨尽失矣。近来画家肯读书者甚鲜，遂使高尚学术沦为手工技艺，至堪嗟叹。弟前所作《要录》及《解题》两书，正欲借以拯其失，所恨学殖太浅，勉强成书，正深惶媿，乃辱奖饰，弥觉汗颜。蒲伯英通讯地址乞示知，不相见
